Effective.Date,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
2010-01-01,Florida,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Georgia,5.15,6.11,7.25,8.6,7.25,8.6,218.056,5.15(d),5.15,6.11,5.15,6.11,(d)
2010-01-01,Guam,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Hawaii,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Idaho,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Illinois,8.25,9.79,7.25,8.6,8.25,9.79,218.056,8.25[c],8.25,9.79,8.25,9.79,[c]
2010-01-01,Indiana,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25(e),7.25,8.6,7.25,8.6,(e)
2010-01-01,Iowa,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Kansas,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Kentucky,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Louisiana,0,0,7.25,8.6,7.25,8.6,218.056,...,0,0,0,0,NA
2010-01-01,Maine,7.5,8.9,7.25,8.6,7.5,8.9,218.056,7.5,7.5,8.9,7.5,8.9,NA
2010-01-01,Maryland,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Massachusetts,8,9.49,7.25,8.6,8,9.49,218.056,8,8,9.49,8,9.49,NA
2010-01-01,Michigan,7.4,8.78,7.25,8.6,7.4,8.78,218.056,7.40(e),7.4,8.78,7.4,8.78,(e)
2010-01-01,Minnesota,5.25,6.23,7.25,8.6,7.25,8.6,218.056,5.25-6.15(g),5.25,6.23,6.15,7.3,(g)
2010-01-01,Mississippi,0,0,7.25,8.6,7.25,8.6,218.056,...,0,0,0,0,NA
2010-01-01,Missouri,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Montana,4,4.74,7.25,8.6,7.25,8.6,218.056,4.00-7.25(g),4,4.74,7.25,8.6,(g)
2010-01-01,Nebraska,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25[c],7.25,8.6,7.25,8.6,[c]
2010-01-01,Nevada,6.55,7.77,7.25,8.6,7.25,8.6,218.056,6.55-7.55,6.55,7.77,7.55,8.96,NA
2010-01-01,New Hampshire,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,New Jersey,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,New Mexico,7.5,8.9,7.25,8.6,7.5,8.9,218.056,7.5,7.5,8.9,7.5,8.9,NA
2010-01-01,New York,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,North Carolina,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,North Dakota,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Ohio,7.3,8.66,7.25,8.6,7.3,8.66,218.056,7.3,7.3,8.66,7.3,8.66,NA
2010-01-01,Oklahoma,2,2.37,7.25,8.6,7.25,8.6,218.056,2.00-7.25(g),2,2.37,7.25,8.6,(g)
2010-01-01,Oregon,8.4,9.96,7.25,8.6,8.4,9.96,218.056,8.4,8.4,9.96,8.4,9.96,NA
2010-01-01,Pennsylvania,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Puerto Rico,0,0,7.25,8.6,7.25,8.6,218.056,5.08 – 7.25 (i2),0,NA,0,NA,(i2)
2010-01-01,Rhode Island,7.4,8.78,7.25,8.6,7.4,8.78,218.056,7.4,7.4,8.78,7.4,8.78,NA
2010-01-01,South Carolina,0,0,7.25,8.6,7.25,8.6,218.056,...,0,0,0,0,NA
2010-01-01,South Dakota,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Tennessee,0,0,7.25,8.6,7.25,8.6,218.056,...,0,0,0,0,NA
2010-01-01,Texas,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,U.S. Virgin Islands,4.3,5.1,7.25,8.6,7.25,8.6,218.056,4.30-7.25(j),4.3,5.1,7.25,8.6,(j)
2010-01-01,Utah,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Vermont,8.06,9.56,7.25,8.6,8.06,9.56,218.056,8.06(e),8.06,9.56,8.06,9.56,(e)
2010-01-01,Virginia,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25[c],7.25,8.6,7.25,8.6,[c]
2010-01-01,Washington,8.55,10.14,7.25,8.6,8.55,10.14,218.056,8.55,8.55,10.14,8.55,10.14,NA
2010-01-01,West Virginia,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Wisconsin,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,NA
2010-01-01,Wyoming,5.15,6.11,7.25,8.6,7.25,8.6,218.056,5.15,5.15,6.11,5.15,6.11,NA
2011-01-01,Alabama,0,0,7.25,8.34,7.25,8.34,224.939,...,0,0,0,0,NA
2011-01-01,Alaska,7.75,8.91,7.25,8.34,7.75,8.91,224.939,7.75,7.75,8.91,7.75,8.91,NA
2011-01-01,Arizona,7.35,8.45,7.25,8.34,7.35,8.45,224.939,7.35,7.35,8.45,7.35,8.45,NA
2011-01-01,Arkansas,6.25,7.19,7.25,8.34,7.25,8.34,224.939,6.25[c],6.25,7.19,6.25,7.19,[c]
2011-01-01,California,8,9.2,7.25,8.34,8,9.2,224.939,8,8,9.2,8,9.2,NA
2011-01-01,Colorado,7.36,8.46,7.25,8.34,7.36,8.46,224.939,7.36,7.36,8.46,7.36,8.46,NA
2011-01-01,Connecticut,8.25,9.49,7.25,8.34,8.25,9.49,224.939,8.25,8.25,9.49,8.25,9.49,NA
2011-01-01,Delaware,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,District of Columbia,8.25,9.49,7.25,8.34,8.25,9.49,224.939,8.25,8.25,9.49,8.25,9.49,NA
2011-01-01,Florida,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Georgia,5.15,5.92,7.25,8.34,7.25,8.34,224.939,5.15(d),5.15,5.92,5.15,5.92,(d)
2011-01-01,Guam,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Hawaii,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Idaho,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Illinois,8.25,9.49,7.25,8.34,8.25,9.49,224.939,8.25[c],8.25,9.49,8.25,9.49,[c]
2011-01-01,Indiana,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25(e),7.25,8.34,7.25,8.34,(e)
2011-01-01,Iowa,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Kansas,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Kentucky,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Louisiana,0,0,7.25,8.34,7.25,8.34,224.939,...,0,0,0,0,NA
2011-01-01,Maine,7.5,8.62,7.25,8.34,7.5,8.62,224.939,7.5,7.5,8.62,7.5,8.62,NA
2011-01-01,Maryland,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Massachusetts,8,9.2,7.25,8.34,8,9.2,224.939,8,8,9.2,8,9.2,NA
2011-01-01,Michigan,7.4,8.51,7.25,8.34,7.4,8.51,224.939,7.40(e),7.4,8.51,7.4,8.51,(e)
2011-01-01,Minnesota,5.25,6.04,7.25,8.34,7.25,8.34,224.939,5.25-6.15(g),5.25,6.04,6.15,7.07,(g)
2011-01-01,Mississippi,0,0,7.25,8.34,7.25,8.34,224.939,...,0,0,0,0,NA
2011-01-01,Missouri,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Montana,4,4.6,7.25,8.34,7.25,8.34,224.939,4.00-7.35(g),4,4.6,7.35,8.45,(g)
2011-01-01,Nebraska,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25[c],7.25,8.34,7.25,8.34,[c]
2011-01-01,Nevada,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25-8.25,7.25,8.34,8.25,9.49,NA
2011-01-01,New Hampshire,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,New Jersey,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,New Mexico,7.5,8.62,7.25,8.34,7.5,8.62,224.939,7.5,7.5,8.62,7.5,8.62,NA
2011-01-01,New York,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,North Carolina,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,North Dakota,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Ohio,7.4,8.51,7.25,8.34,7.4,8.51,224.939,7.4,7.4,8.51,7.4,8.51,NA
2011-01-01,Oklahoma,2,2.3,7.25,8.34,7.25,8.34,224.939,2.00-7.25(g),2,2.3,7.25,8.34,(g)
2011-01-01,Oregon,8.5,9.77,7.25,8.34,8.5,9.77,224.939,8.5,8.5,9.77,8.5,9.77,NA
2011-01-01,Pennsylvania,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Puerto Rico,0,0,7.25,8.34,7.25,8.34,224.939,5.08 – 7.25 (i2),0,NA,0,NA,(i2)
2011-01-01,Rhode Island,7.4,8.51,7.25,8.34,7.4,8.51,224.939,7.4,7.4,8.51,7.4,8.51,NA
2011-01-01,South Carolina,0,0,7.25,8.34,7.25,8.34,224.939,...,0,0,0,0,NA
2011-01-01,South Dakota,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Tennessee,0,0,7.25,8.34,7.25,8.34,224.939,...,0,0,0,0,NA
2011-01-01,Texas,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,U.S. Virgin Islands,4.3,4.94,7.25,8.34,7.25,8.34,224.939,4.30-7.25(j),4.3,4.94,7.25,8.34,(j)
2011-01-01,Utah,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Vermont,8.15,9.37,7.25,8.34,8.15,9.37,224.939,8.15(e),8.15,9.37,8.15,9.37,(e)
2011-01-01,Virginia,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25[c],7.25,8.34,7.25,8.34,[c]
2011-01-01,Washington,8.67,9.97,7.25,8.34,8.67,9.97,224.939,8.67,8.67,9.97,8.67,9.97,NA
2011-01-01,West Virginia,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Wisconsin,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,NA
2011-01-01,Wyoming,5.15,5.92,7.25,8.34,7.25,8.34,224.939,5.15,5.15,5.92,5.15,5.92,NA
2012-01-01,Alabama,0,0,7.25,8.17,7.25,8.17,229.594,...,0,0,0,0,NA
2012-01-01,Alaska,7.75,8.73,7.25,8.17,7.75,8.73,229.594,7.75,7.75,8.73,7.75,8.73,NA
2012-01-01,Arizona,7.65,8.62,7.25,8.17,7.65,8.62,229.594,7.65,7.65,8.62,7.65,8.62,NA
2012-01-01,Arkansas,6.25,7.04,7.25,8.17,7.25,8.17,229.594,6.25[c],6.25,7.04,6.25,7.04,[c]
2012-01-01,California,8,9.01,7.25,8.17,8,9.01,229.594,8,8,9.01,8,9.01,NA
2012-01-01,Colorado,7.64,8.61,7.25,8.17,7.64,8.61,229.594,7.64,7.64,8.61,7.64,8.61,NA
2012-01-01,Connecticut,8.25,9.29,7.25,8.17,8.25,9.29,229.594,8.25,8.25,9.29,8.25,9.29,NA
2012-01-01,Delaware,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,District of Columbia,8.25,9.29,7.25,8.17,8.25,9.29,229.594,8.25,8.25,9.29,8.25,9.29,NA
2012-01-01,Florida,7.67,8.64,7.25,8.17,7.67,8.64,229.594,7.67,7.67,8.64,7.67,8.64,NA
2012-01-01,Georgia,5.15,5.8,7.25,8.17,7.25,8.17,229.594,5.15(d),5.15,5.8,5.15,5.8,(d)
2012-01-01,Guam,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Hawaii,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Idaho,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Illinois,8.25,9.29,7.25,8.17,8.25,9.29,229.594,8.25[c],8.25,9.29,8.25,9.29,[c]
2012-01-01,Indiana,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25(e),7.25,8.17,7.25,8.17,(e)
2012-01-01,Iowa,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Kansas,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Kentucky,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Louisiana,0,0,7.25,8.17,7.25,8.17,229.594,...,0,0,0,0,NA
2012-01-01,Maine,7.5,8.45,7.25,8.17,7.5,8.45,229.594,7.5,7.5,8.45,7.5,8.45,NA
2012-01-01,Maryland,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Massachusetts,8,9.01,7.25,8.17,8,9.01,229.594,8,8,9.01,8,9.01,NA
2012-01-01,Michigan,7.4,8.34,7.25,8.17,7.4,8.34,229.594,7.40(e),7.4,8.34,7.4,8.34,(e)
2012-01-01,Minnesota,5.25,5.91,7.25,8.17,7.25,8.17,229.594,5.25-6.15(g),5.25,5.91,6.15,6.93,(g)
2012-01-01,Mississippi,0,0,7.25,8.17,7.25,8.17,229.594,...,0,0,0,0,NA
2012-01-01,Missouri,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Montana,4,4.51,7.25,8.17,7.25,8.17,229.594,4.00-7.65(g),4,4.51,7.65,8.62,(g)
2012-01-01,Nebraska,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25[c],7.25,8.17,7.25,8.17,[c]
2012-01-01,Nevada,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25-8.25,7.25,8.17,8.25,9.29,NA
2012-01-01,New Hampshire,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,New Jersey,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,New Mexico,7.5,8.45,7.25,8.17,7.5,8.45,229.594,7.5,7.5,8.45,7.5,8.45,NA
2012-01-01,New York,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,North Carolina,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,North Dakota,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Ohio,7.7,8.67,7.25,8.17,7.7,8.67,229.594,7.7,7.7,8.67,7.7,8.67,NA
2012-01-01,Oklahoma,2,2.25,7.25,8.17,7.25,8.17,229.594,2.00-7.25(g),2,2.25,7.25,8.17,(g)
2012-01-01,Oregon,8.8,9.91,7.25,8.17,8.8,9.91,229.594,8.8,8.8,9.91,8.8,9.91,NA
2012-01-01,Pennsylvania,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Puerto Rico,0,0,7.25,8.17,7.25,8.17,229.594,5.08 – 7.25 (i2),0,NA,0,NA,(i2)
2012-01-01,Rhode Island,7.4,8.34,7.25,8.17,7.4,8.34,229.594,7.4,7.4,8.34,7.4,8.34,NA
2012-01-01,South Carolina,0,0,7.25,8.17,7.25,8.17,229.594,...,0,0,0,0,NA
2012-01-01,South Dakota,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Tennessee,0,0,7.25,8.17,7.25,8.17,229.594,...,0,0,0,0,NA
2012-01-01,Texas,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,U.S. Virgin Islands,4.3,4.84,7.25,8.17,7.25,8.17,229.594,4.30-7.25(j),4.3,4.84,7.25,8.17,(j)
2012-01-01,Utah,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Vermont,8.46,9.53,7.25,8.17,8.46,9.53,229.594,8.46(e),8.46,9.53,8.46,9.53,(e)
2012-01-01,Virginia,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25[c],7.25,8.17,7.25,8.17,[c]
2012-01-01,Washington,9.04,10.18,7.25,8.17,9.04,10.18,229.594,9.04,9.04,10.18,9.04,10.18,NA
2012-01-01,West Virginia,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Wisconsin,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,NA
2012-01-01,Wyoming,5.15,5.8,7.25,8.17,7.25,8.17,229.594,5.15,5.15,5.8,5.15,5.8,NA
2013-01-01,Alabama,0,0,7.25,8.05,7.25,8.05,232.957,...,0,0,0,0,NA
2013-01-01,Alaska,7.75,8.61,7.25,8.05,7.75,8.61,232.957,7.75,7.75,8.61,7.75,8.61,NA
2013-01-01,Arizona,7.8,8.66,7.25,8.05,7.8,8.66,232.957,7.8,7.8,8.66,7.8,8.66,NA
2013-01-01,Arkansas,6.25,6.94,7.25,8.05,7.25,8.05,232.957,6.25[c],6.25,6.94,6.25,6.94,[c]
2013-01-01,California,8,8.88,7.25,8.05,8,8.88,232.957,8,8,8.88,8,8.88,NA
2013-01-01,Colorado,7.78,8.64,7.25,8.05,7.78,8.64,232.957,7.78,7.78,8.64,7.78,8.64,NA
2013-01-01,Connecticut,8.25,9.16,7.25,8.05,8.25,9.16,232.957,8.25,8.25,9.16,8.25,9.16,NA
2013-01-01,Delaware,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,District of Columbia,8.25,9.16,7.25,8.05,8.25,9.16,232.957,8.25,8.25,9.16,8.25,9.16,NA
2013-01-01,Florida,7.79,8.65,7.25,8.05,7.79,8.65,232.957,7.79,7.79,8.65,7.79,8.65,NA
2013-01-01,Georgia,5.15,5.72,7.25,8.05,7.25,8.05,232.957,5.15(d),5.15,5.72,5.15,5.72,(d)
2013-01-01,Guam,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Hawaii,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Idaho,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Illinois,8.25,9.16,7.25,8.05,8.25,9.16,232.957,8.25[c],8.25,9.16,8.25,9.16,[c]
2013-01-01,Indiana,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25(e),7.25,8.05,7.25,8.05,(e)
2013-01-01,Iowa,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Kansas,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Kentucky,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Louisiana,0,0,7.25,8.05,7.25,8.05,232.957,...,0,0,0,0,NA
2013-01-01,Maine,7.5,8.33,7.25,8.05,7.5,8.33,232.957,7.5,7.5,8.33,7.5,8.33,NA
2013-01-01,Maryland,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Massachusetts,8,8.88,7.25,8.05,8,8.88,232.957,8,8,8.88,8,8.88,NA
2013-01-01,Michigan,7.4,8.22,7.25,8.05,7.4,8.22,232.957,7.40(e),7.4,8.22,7.4,8.22,(e)
2013-01-01,Minnesota,5.25,5.83,7.25,8.05,7.25,8.05,232.957,5.25-6.15(g),5.25,5.83,6.15,6.83,(g)
2013-01-01,Mississippi,0,0,7.25,8.05,7.25,8.05,232.957,...,0,0,0,0,NA
2013-01-01,Missouri,7.35,8.16,7.25,8.05,7.35,8.16,232.957,7.35,7.35,8.16,7.35,8.16,NA
2013-01-01,Montana,4,4.44,7.25,8.05,7.25,8.05,232.957,4.00-7.80(g),4,4.44,7.8,8.66,(g)
2013-01-01,Nebraska,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25[c],7.25,8.05,7.25,8.05,[c]
2013-01-01,Nevada,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25-8.25,7.25,8.05,8.25,9.16,NA
2013-01-01,New Hampshire,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,New Jersey,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,New Mexico,7.5,8.33,7.25,8.05,7.5,8.33,232.957,7.5,7.5,8.33,7.5,8.33,NA
2013-01-01,New York,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,North Carolina,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,North Dakota,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Ohio,7.85,8.72,7.25,8.05,7.85,8.72,232.957,7.85,7.85,8.72,7.85,8.72,NA
2013-01-01,Oklahoma,2,2.22,7.25,8.05,7.25,8.05,232.957,2.00-7.25(g),2,2.22,7.25,8.05,(g)
2013-01-01,Oregon,8.95,9.94,7.25,8.05,8.95,9.94,232.957,8.95,8.95,9.94,8.95,9.94,NA
2013-01-01,Pennsylvania,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Puerto Rico,0,0,7.25,8.05,7.25,8.05,232.957,5.08 – 7.25 (i2),0,NA,0,NA,(i2)
2013-01-01,Rhode Island,7.75,8.61,7.25,8.05,7.75,8.61,232.957,7.75,7.75,8.61,7.75,8.61,NA
2013-01-01,South Carolina,0,0,7.25,8.05,7.25,8.05,232.957,...,0,0,0,0,NA
2013-01-01,South Dakota,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Tennessee,0,0,7.25,8.05,7.25,8.05,232.957,...,0,0,0,0,NA
2013-01-01,Texas,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,U.S. Virgin Islands,4.3,4.77,7.25,8.05,7.25,8.05,232.957,4.30-7.25(j),4.3,4.77,7.25,8.05,(j)
2013-01-01,Utah,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Vermont,8.6,9.55,7.25,8.05,8.6,9.55,232.957,8.60(e),8.6,9.55,8.6,9.55,(e)
2013-01-01,Virginia,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25[c],7.25,8.05,7.25,8.05,[c]
2013-01-01,Washington,9.19,10.2,7.25,8.05,9.19,10.2,232.957,9.19,9.19,10.2,9.19,10.2,NA
2013-01-01,West Virginia,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Wisconsin,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,NA
2013-01-01,Wyoming,5.15,5.72,7.25,8.05,7.25,8.05,232.957,5.15,5.15,5.72,5.15,5.72,NA
2014-01-01,Alabama,0,0,7.25,7.92,7.25,7.92,236.736,...,0,0,0,0,NA
2014-01-01,Alaska,7.75,8.47,7.25,7.92,7.75,8.47,236.736,7.75,7.75,8.47,7.75,8.47,NA
2014-01-01,Arizona,7.9,8.63,7.25,7.92,7.9,8.63,236.736,7.9,7.9,8.63,7.9,8.63,NA
2014-01-01,Arkansas,6.25,6.83,7.25,7.92,7.25,7.92,236.736,6.25[c],6.25,6.83,6.25,6.83,[c]
2014-01-01,California,9,9.83,7.25,7.92,9,9.83,236.736,9,9,9.83,9,9.83,NA
2014-01-01,Colorado,8,8.74,7.25,7.92,8,8.74,236.736,8,8,8.74,8,8.74,NA
2014-01-01,Connecticut,8.7,9.51,7.25,7.92,8.7,9.51,236.736,8.7,8.7,9.51,8.7,9.51,NA
2014-01-01,Delaware,7.75,8.47,7.25,7.92,7.75,8.47,236.736,7.75,7.75,8.47,7.75,8.47,NA
2014-01-01,District of Columbia,9.5,10.38,7.25,7.92,9.5,10.38,236.736,9.5,9.5,10.38,9.5,10.38,NA
2014-01-01,Florida,7.93,8.66,7.25,7.92,7.93,8.66,236.736,7.93,7.93,8.66,7.93,8.66,NA
2014-01-01,Georgia,5.15,5.63,7.25,7.92,7.25,7.92,236.736,5.15(d),5.15,5.63,5.15,5.63,(d)
2014-01-01,Guam,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25,7.25,7.92,7.25,7.92,NA
