year,state,pres_elect
1976,Alabama,DEMOCRAT (55.73%)
1977,Alabama,DEMOCRAT (55.73%)
1978,Alabama,DEMOCRAT (55.73%)
1979,Alabama,DEMOCRAT (55.73%)
1980,Alabama,REPUBLICAN (48.75%)
1981,Alabama,REPUBLICAN (48.75%)
1982,Alabama,REPUBLICAN (48.75%)
1983,Alabama,REPUBLICAN (48.75%)
1984,Alabama,REPUBLICAN (60.54%)
1985,Alabama,REPUBLICAN (60.54%)
1986,Alabama,REPUBLICAN (60.54%)
1987,Alabama,REPUBLICAN (60.54%)
1988,Alabama,REPUBLICAN (59.17%)
1989,Alabama,REPUBLICAN (59.17%)
1990,Alabama,REPUBLICAN (59.17%)
1991,Alabama,REPUBLICAN (59.17%)
1992,Alabama,REPUBLICAN (47.65%)
1993,Alabama,REPUBLICAN (47.65%)
1994,Alabama,REPUBLICAN (47.65%)
1995,Alabama,REPUBLICAN (47.65%)
1996,Alabama,REPUBLICAN (50.12%)
1997,Alabama,REPUBLICAN (50.12%)
1998,Alabama,REPUBLICAN (50.12%)
1999,Alabama,REPUBLICAN (50.12%)
2000,Alabama,REPUBLICAN (56.48%)
2001,Alabama,REPUBLICAN (56.48%)
2002,Alabama,REPUBLICAN (56.48%)
2003,Alabama,REPUBLICAN (56.48%)
2004,Alabama,REPUBLICAN (62.46%)
2005,Alabama,REPUBLICAN (62.46%)
2006,Alabama,REPUBLICAN (62.46%)
2007,Alabama,REPUBLICAN (62.46%)
2008,Alabama,REPUBLICAN (60.32%)
2009,Alabama,REPUBLICAN (60.32%)
2010,Alabama,REPUBLICAN (60.32%)
2011,Alabama,REPUBLICAN (60.32%)
2012,Alabama,REPUBLICAN (60.55%)
2013,Alabama,REPUBLICAN (60.55%)
2014,Alabama,REPUBLICAN (60.55%)
2015,Alabama,REPUBLICAN (60.55%)
2016,Alabama,REPUBLICAN (62.08%)
2017,Alabama,REPUBLICAN (62.08%)
2018,Alabama,REPUBLICAN (62.08%)
2019,Alabama,REPUBLICAN (62.08%)
2020,Alabama,REPUBLICAN (62.03%)
1976,Alaska,REPUBLICAN (57.9%)
1977,Alaska,REPUBLICAN (57.9%)
1978,Alaska,REPUBLICAN (57.9%)
1979,Alaska,REPUBLICAN (57.9%)
1980,Alaska,REPUBLICAN (54.35%)
1981,Alaska,REPUBLICAN (54.35%)
1982,Alaska,REPUBLICAN (54.35%)
1983,Alaska,REPUBLICAN (54.35%)
1984,Alaska,REPUBLICAN (66.65%)
1985,Alaska,REPUBLICAN (66.65%)
1986,Alaska,REPUBLICAN (66.65%)
1987,Alaska,REPUBLICAN (66.65%)
1988,Alaska,REPUBLICAN (59.59%)
1989,Alaska,REPUBLICAN (59.59%)
1990,Alaska,REPUBLICAN (59.59%)
1991,Alaska,REPUBLICAN (59.59%)
1992,Alaska,REPUBLICAN (39.46%)
1993,Alaska,REPUBLICAN (39.46%)
1994,Alaska,REPUBLICAN (39.46%)
1995,Alaska,REPUBLICAN (39.46%)
1996,Alaska,REPUBLICAN (50.8%)
1997,Alaska,REPUBLICAN (50.8%)
1998,Alaska,REPUBLICAN (50.8%)
1999,Alaska,REPUBLICAN (50.8%)
2000,Alaska,REPUBLICAN (58.62%)
2001,Alaska,REPUBLICAN (58.62%)
2002,Alaska,REPUBLICAN (58.62%)
2003,Alaska,REPUBLICAN (58.62%)
2004,Alaska,REPUBLICAN (61.07%)
2005,Alaska,REPUBLICAN (61.07%)
2006,Alaska,REPUBLICAN (61.07%)
2007,Alaska,REPUBLICAN (61.07%)
2008,Alaska,REPUBLICAN (59.42%)
2009,Alaska,REPUBLICAN (59.42%)
2010,Alaska,REPUBLICAN (59.42%)
2011,Alaska,REPUBLICAN (59.42%)
2012,Alaska,REPUBLICAN (54.8%)
2013,Alaska,REPUBLICAN (54.8%)
2014,Alaska,REPUBLICAN (54.8%)
2015,Alaska,REPUBLICAN (54.8%)
2016,Alaska,REPUBLICAN (51.28%)
2017,Alaska,REPUBLICAN (51.28%)
2018,Alaska,REPUBLICAN (51.28%)
2019,Alaska,REPUBLICAN (51.28%)
2020,Alaska,REPUBLICAN (52.83%)
1976,Arizona,REPUBLICAN (56.37%)
1977,Arizona,REPUBLICAN (56.37%)
1978,Arizona,REPUBLICAN (56.37%)
1979,Arizona,REPUBLICAN (56.37%)
1980,Arizona,REPUBLICAN (60.61%)
1981,Arizona,REPUBLICAN (60.61%)
1982,Arizona,REPUBLICAN (60.61%)
1983,Arizona,REPUBLICAN (60.61%)
1984,Arizona,REPUBLICAN (66.42%)
1985,Arizona,REPUBLICAN (66.42%)
1986,Arizona,REPUBLICAN (66.42%)
1987,Arizona,REPUBLICAN (66.42%)
1988,Arizona,REPUBLICAN (59.95%)
1989,Arizona,REPUBLICAN (59.95%)
1990,Arizona,REPUBLICAN (59.95%)
1991,Arizona,REPUBLICAN (59.95%)
1992,Arizona,REPUBLICAN (38.47%)
1993,Arizona,REPUBLICAN (38.47%)
1994,Arizona,REPUBLICAN (38.47%)
1995,Arizona,REPUBLICAN (38.47%)
1996,Arizona,DEMOCRAT (46.52%)
1997,Arizona,DEMOCRAT (46.52%)
1998,Arizona,DEMOCRAT (46.52%)
1999,Arizona,DEMOCRAT (46.52%)
2000,Arizona,REPUBLICAN (51.02%)
2001,Arizona,REPUBLICAN (51.02%)
2002,Arizona,REPUBLICAN (51.02%)
2003,Arizona,REPUBLICAN (51.02%)
2004,Arizona,REPUBLICAN (54.87%)
2005,Arizona,REPUBLICAN (54.87%)
2006,Arizona,REPUBLICAN (54.87%)
2007,Arizona,REPUBLICAN (54.87%)
2008,Arizona,REPUBLICAN (53.64%)
2009,Arizona,REPUBLICAN (53.64%)
2010,Arizona,REPUBLICAN (53.64%)
2011,Arizona,REPUBLICAN (53.64%)
2012,Arizona,REPUBLICAN (53.65%)
2013,Arizona,REPUBLICAN (53.65%)
2014,Arizona,REPUBLICAN (53.65%)
2015,Arizona,REPUBLICAN (53.65%)
2016,Arizona,REPUBLICAN (48.67%)
2017,Arizona,REPUBLICAN (48.67%)
2018,Arizona,REPUBLICAN (48.67%)
2019,Arizona,REPUBLICAN (48.67%)
2020,Arizona,DEMOCRAT (49.36%)
1976,Arkansas,DEMOCRAT (64.96%)
1977,Arkansas,DEMOCRAT (64.96%)
1978,Arkansas,DEMOCRAT (64.96%)
1979,Arkansas,DEMOCRAT (64.96%)
1980,Arkansas,REPUBLICAN (48.13%)
1981,Arkansas,REPUBLICAN (48.13%)
1982,Arkansas,REPUBLICAN (48.13%)
1983,Arkansas,REPUBLICAN (48.13%)
1984,Arkansas,REPUBLICAN (60.47%)
1985,Arkansas,REPUBLICAN (60.47%)
1986,Arkansas,REPUBLICAN (60.47%)
1987,Arkansas,REPUBLICAN (60.47%)
1988,Arkansas,REPUBLICAN (56.37%)
1989,Arkansas,REPUBLICAN (56.37%)
1990,Arkansas,REPUBLICAN (56.37%)
1991,Arkansas,REPUBLICAN (56.37%)
1992,Arkansas,DEMOCRAT (53.21%)
1993,Arkansas,DEMOCRAT (53.21%)
1994,Arkansas,DEMOCRAT (53.21%)
1995,Arkansas,DEMOCRAT (53.21%)
1996,Arkansas,DEMOCRAT (53.74%)
1997,Arkansas,DEMOCRAT (53.74%)
1998,Arkansas,DEMOCRAT (53.74%)
1999,Arkansas,DEMOCRAT (53.74%)
2000,Arkansas,REPUBLICAN (51.31%)
2001,Arkansas,REPUBLICAN (51.31%)
2002,Arkansas,REPUBLICAN (51.31%)
2003,Arkansas,REPUBLICAN (51.31%)
2004,Arkansas,REPUBLICAN (54.31%)
2005,Arkansas,REPUBLICAN (54.31%)
2006,Arkansas,REPUBLICAN (54.31%)
2007,Arkansas,REPUBLICAN (54.31%)
2008,Arkansas,REPUBLICAN (58.72%)
2009,Arkansas,REPUBLICAN (58.72%)
2010,Arkansas,REPUBLICAN (58.72%)
2011,Arkansas,REPUBLICAN (58.72%)
2012,Arkansas,REPUBLICAN (60.57%)
2013,Arkansas,REPUBLICAN (60.57%)
2014,Arkansas,REPUBLICAN (60.57%)
2015,Arkansas,REPUBLICAN (60.57%)
2016,Arkansas,REPUBLICAN (60.57%)
2017,Arkansas,REPUBLICAN (60.57%)
2018,Arkansas,REPUBLICAN (60.57%)
2019,Arkansas,REPUBLICAN (60.57%)
2020,Arkansas,REPUBLICAN (62.4%)
1976,California,REPUBLICAN (49.75%)
1977,California,REPUBLICAN (49.75%)
1978,California,REPUBLICAN (49.75%)
1979,California,REPUBLICAN (49.75%)
1980,California,REPUBLICAN (52.7%)
1981,California,REPUBLICAN (52.7%)
1982,California,REPUBLICAN (52.7%)
1983,California,REPUBLICAN (52.7%)
1984,California,REPUBLICAN (57.52%)
1985,California,REPUBLICAN (57.52%)
1986,California,REPUBLICAN (57.52%)
1987,California,REPUBLICAN (57.52%)
1988,California,REPUBLICAN (51.13%)
1989,California,REPUBLICAN (51.13%)
1990,California,REPUBLICAN (51.13%)
1991,California,REPUBLICAN (51.13%)
1992,California,DEMOCRAT (46.01%)
1993,California,DEMOCRAT (46.01%)
1994,California,DEMOCRAT (46.01%)
1995,California,DEMOCRAT (46.01%)
1996,California,DEMOCRAT (51.1%)
1997,California,DEMOCRAT (51.1%)
1998,California,DEMOCRAT (51.1%)
1999,California,DEMOCRAT (51.1%)
2000,California,DEMOCRAT (53.45%)
2001,California,DEMOCRAT (53.45%)
2002,California,DEMOCRAT (53.45%)
2003,California,DEMOCRAT (53.45%)
2004,California,DEMOCRAT (54.31%)
2005,California,DEMOCRAT (54.31%)
2006,California,DEMOCRAT (54.31%)
2007,California,DEMOCRAT (54.31%)
2008,California,DEMOCRAT (61.01%)
2009,California,DEMOCRAT (61.01%)
2010,California,DEMOCRAT (61.01%)
2011,California,DEMOCRAT (61.01%)
2012,California,DEMOCRAT (60.24%)
2013,California,DEMOCRAT (60.24%)
2014,California,DEMOCRAT (60.24%)
2015,California,DEMOCRAT (60.24%)
2016,California,DEMOCRAT (61.73%)
2017,California,DEMOCRAT (61.73%)
2018,California,DEMOCRAT (61.73%)
2019,California,DEMOCRAT (61.73%)
2020,California,DEMOCRAT (63.48%)
1976,Colorado,REPUBLICAN (54.03%)
1977,Colorado,REPUBLICAN (54.03%)
1978,Colorado,REPUBLICAN (54.03%)
1979,Colorado,REPUBLICAN (54.03%)
1980,Colorado,REPUBLICAN (55.07%)
1981,Colorado,REPUBLICAN (55.07%)
1982,Colorado,REPUBLICAN (55.07%)
1983,Colorado,REPUBLICAN (55.07%)
1984,Colorado,REPUBLICAN (63.44%)
1985,Colorado,REPUBLICAN (63.44%)
1986,Colorado,REPUBLICAN (63.44%)
1987,Colorado,REPUBLICAN (63.44%)
1988,Colorado,REPUBLICAN (53.06%)
1989,Colorado,REPUBLICAN (53.06%)
1990,Colorado,REPUBLICAN (53.06%)
1991,Colorado,REPUBLICAN (53.06%)
1992,Colorado,DEMOCRAT (40.13%)
1993,Colorado,DEMOCRAT (40.13%)
1994,Colorado,DEMOCRAT (40.13%)
1995,Colorado,DEMOCRAT (40.13%)
1996,Colorado,REPUBLICAN (45.8%)
1997,Colorado,REPUBLICAN (45.8%)
1998,Colorado,REPUBLICAN (45.8%)
1999,Colorado,REPUBLICAN (45.8%)
2000,Colorado,REPUBLICAN (50.75%)
2001,Colorado,REPUBLICAN (50.75%)
2002,Colorado,REPUBLICAN (50.75%)
2003,Colorado,REPUBLICAN (50.75%)
2004,Colorado,REPUBLICAN (51.71%)
2005,Colorado,REPUBLICAN (51.71%)
2006,Colorado,REPUBLICAN (51.71%)
2007,Colorado,REPUBLICAN (51.71%)
2008,Colorado,DEMOCRAT (53.66%)
2009,Colorado,DEMOCRAT (53.66%)
2010,Colorado,DEMOCRAT (53.66%)
2011,Colorado,DEMOCRAT (53.66%)
2012,Colorado,DEMOCRAT (51.49%)
2013,Colorado,DEMOCRAT (51.49%)
2014,Colorado,DEMOCRAT (51.49%)
2015,Colorado,DEMOCRAT (51.49%)
2016,Colorado,DEMOCRAT (48.16%)
2017,Colorado,DEMOCRAT (48.16%)
2018,Colorado,DEMOCRAT (48.16%)
2019,Colorado,DEMOCRAT (48.16%)
2020,Colorado,DEMOCRAT (55.01%)
1976,Connecticut,REPUBLICAN (51.88%)
1977,Connecticut,REPUBLICAN (51.88%)
1978,Connecticut,REPUBLICAN (51.88%)
1979,Connecticut,REPUBLICAN (51.88%)
1980,Connecticut,REPUBLICAN (48.16%)
1981,Connecticut,REPUBLICAN (48.16%)
1982,Connecticut,REPUBLICAN (48.16%)
1983,Connecticut,REPUBLICAN (48.16%)
1984,Connecticut,REPUBLICAN (60.73%)
1985,Connecticut,REPUBLICAN (60.73%)
1986,Connecticut,REPUBLICAN (60.73%)
1987,Connecticut,REPUBLICAN (60.73%)
1988,Connecticut,REPUBLICAN (51.98%)
1989,Connecticut,REPUBLICAN (51.98%)
1990,Connecticut,REPUBLICAN (51.98%)
1991,Connecticut,REPUBLICAN (51.98%)
1992,Connecticut,DEMOCRAT (42.22%)
1993,Connecticut,DEMOCRAT (42.22%)
1994,Connecticut,DEMOCRAT (42.22%)
1995,Connecticut,DEMOCRAT (42.22%)
1996,Connecticut,DEMOCRAT (52.83%)
1997,Connecticut,DEMOCRAT (52.83%)
1998,Connecticut,DEMOCRAT (52.83%)
1999,Connecticut,DEMOCRAT (52.83%)
2000,Connecticut,DEMOCRAT (55.91%)
2001,Connecticut,DEMOCRAT (55.91%)
2002,Connecticut,DEMOCRAT (55.91%)
2003,Connecticut,DEMOCRAT (55.91%)
2004,Connecticut,DEMOCRAT (54.31%)
2005,Connecticut,DEMOCRAT (54.31%)
2006,Connecticut,DEMOCRAT (54.31%)
2007,Connecticut,DEMOCRAT (54.31%)
2008,Connecticut,DEMOCRAT (60.59%)
2009,Connecticut,DEMOCRAT (60.59%)
2010,Connecticut,DEMOCRAT (60.59%)
2011,Connecticut,DEMOCRAT (60.59%)
2012,Connecticut,DEMOCRAT (58.09%)
2013,Connecticut,DEMOCRAT (58.09%)
2014,Connecticut,DEMOCRAT (58.09%)
2015,Connecticut,DEMOCRAT (58.09%)
2016,Connecticut,DEMOCRAT (54.57%)
2017,Connecticut,DEMOCRAT (54.57%)
2018,Connecticut,DEMOCRAT (54.57%)
2019,Connecticut,DEMOCRAT (54.57%)
2020,Connecticut,DEMOCRAT (59.26%)
1976,Delaware,DEMOCRAT (51.97%)
1977,Delaware,DEMOCRAT (51.97%)
1978,Delaware,DEMOCRAT (51.97%)
1979,Delaware,DEMOCRAT (51.97%)
1980,Delaware,REPUBLICAN (47.21%)
1981,Delaware,REPUBLICAN (47.21%)
1982,Delaware,REPUBLICAN (47.21%)
1983,Delaware,REPUBLICAN (47.21%)
1984,Delaware,REPUBLICAN (59.78%)
1985,Delaware,REPUBLICAN (59.78%)
1986,Delaware,REPUBLICAN (59.78%)
1987,Delaware,REPUBLICAN (59.78%)
1988,Delaware,REPUBLICAN (55.88%)
1989,Delaware,REPUBLICAN (55.88%)
1990,Delaware,REPUBLICAN (55.88%)
1991,Delaware,REPUBLICAN (55.88%)
1992,Delaware,DEMOCRAT (43.52%)
1993,Delaware,DEMOCRAT (43.52%)
1994,Delaware,DEMOCRAT (43.52%)
1995,Delaware,DEMOCRAT (43.52%)
1996,Delaware,DEMOCRAT (51.83%)
1997,Delaware,DEMOCRAT (51.83%)
1998,Delaware,DEMOCRAT (51.83%)
1999,Delaware,DEMOCRAT (51.83%)
2000,Delaware,DEMOCRAT (54.98%)
2001,Delaware,DEMOCRAT (54.98%)
2002,Delaware,DEMOCRAT (54.98%)
2003,Delaware,DEMOCRAT (54.98%)
2004,Delaware,DEMOCRAT (53.35%)
2005,Delaware,DEMOCRAT (53.35%)
2006,Delaware,DEMOCRAT (53.35%)
2007,Delaware,DEMOCRAT (53.35%)
2008,Delaware,DEMOCRAT (61.94%)
2009,Delaware,DEMOCRAT (61.94%)
2010,Delaware,DEMOCRAT (61.94%)
2011,Delaware,DEMOCRAT (61.94%)
2012,Delaware,DEMOCRAT (58.61%)
2013,Delaware,DEMOCRAT (58.61%)
2014,Delaware,DEMOCRAT (58.61%)
2015,Delaware,DEMOCRAT (58.61%)
2016,Delaware,DEMOCRAT (53.35%)
2017,Delaware,DEMOCRAT (53.35%)
2018,Delaware,DEMOCRAT (53.35%)
2019,Delaware,DEMOCRAT (53.35%)
2020,Delaware,DEMOCRAT (58.74%)
1976,Florida,DEMOCRAT (51.93%)
1977,Florida,DEMOCRAT (51.93%)
1978,Florida,DEMOCRAT (51.93%)
1979,Florida,DEMOCRAT (51.93%)
1980,Florida,REPUBLICAN (55.52%)
1981,Florida,REPUBLICAN (55.52%)
1982,Florida,REPUBLICAN (55.52%)
1983,Florida,REPUBLICAN (55.52%)
1984,Florida,REPUBLICAN (65.32%)
1985,Florida,REPUBLICAN (65.32%)
1986,Florida,REPUBLICAN (65.32%)
1987,Florida,REPUBLICAN (65.32%)
1988,Florida,REPUBLICAN (60.87%)
1989,Florida,REPUBLICAN (60.87%)
1990,Florida,REPUBLICAN (60.87%)
1991,Florida,REPUBLICAN (60.87%)
1992,Florida,REPUBLICAN (40.9%)
1993,Florida,REPUBLICAN (40.9%)
1994,Florida,REPUBLICAN (40.9%)
1995,Florida,REPUBLICAN (40.9%)
1996,Florida,DEMOCRAT (48.03%)
1997,Florida,DEMOCRAT (48.03%)
1998,Florida,DEMOCRAT (48.03%)
1999,Florida,DEMOCRAT (48.03%)
2000,Florida,REPUBLICAN (48.85%)
2001,Florida,REPUBLICAN (48.85%)
2002,Florida,REPUBLICAN (48.85%)
2003,Florida,REPUBLICAN (48.85%)
2004,Florida,REPUBLICAN (52.1%)
2005,Florida,REPUBLICAN (52.1%)
2006,Florida,REPUBLICAN (52.1%)
2007,Florida,REPUBLICAN (52.1%)
2008,Florida,DEMOCRAT (51.03%)
2009,Florida,DEMOCRAT (51.03%)
2010,Florida,DEMOCRAT (51.03%)
2011,Florida,DEMOCRAT (51.03%)
2012,Florida,DEMOCRAT (50.01%)
2013,Florida,DEMOCRAT (50.01%)
2014,Florida,DEMOCRAT (50.01%)
2015,Florida,DEMOCRAT (50.01%)
2016,Florida,REPUBLICAN (49.02%)
2017,Florida,REPUBLICAN (49.02%)
2018,Florida,REPUBLICAN (49.02%)
2019,Florida,REPUBLICAN (49.02%)
2020,Florida,REPUBLICAN (51.22%)
1976,Georgia,DEMOCRAT (66.94%)
1977,Georgia,DEMOCRAT (66.94%)
1978,Georgia,DEMOCRAT (66.94%)
1979,Georgia,DEMOCRAT (66.94%)
1980,Georgia,DEMOCRAT (55.8%)
1981,Georgia,DEMOCRAT (55.8%)
1982,Georgia,DEMOCRAT (55.8%)
1983,Georgia,DEMOCRAT (55.8%)
1984,Georgia,REPUBLICAN (60.17%)
1985,Georgia,REPUBLICAN (60.17%)
1986,Georgia,REPUBLICAN (60.17%)
1987,Georgia,REPUBLICAN (60.17%)
1988,Georgia,REPUBLICAN (59.75%)
1989,Georgia,REPUBLICAN (59.75%)
1990,Georgia,REPUBLICAN (59.75%)
1991,Georgia,REPUBLICAN (59.75%)
1992,Georgia,DEMOCRAT (43.47%)
1993,Georgia,DEMOCRAT (43.47%)
1994,Georgia,DEMOCRAT (43.47%)
1995,Georgia,DEMOCRAT (43.47%)
1996,Georgia,REPUBLICAN (47.02%)
1997,Georgia,REPUBLICAN (47.02%)
1998,Georgia,REPUBLICAN (47.02%)
1999,Georgia,REPUBLICAN (47.02%)
2000,Georgia,REPUBLICAN (54.96%)
2001,Georgia,REPUBLICAN (54.96%)
2002,Georgia,REPUBLICAN (54.96%)
2003,Georgia,REPUBLICAN (54.96%)
2004,Georgia,REPUBLICAN (57.97%)
2005,Georgia,REPUBLICAN (57.97%)
2006,Georgia,REPUBLICAN (57.97%)
2007,Georgia,REPUBLICAN (57.97%)
2008,Georgia,REPUBLICAN (52.2%)
2009,Georgia,REPUBLICAN (52.2%)
2010,Georgia,REPUBLICAN (52.2%)
2011,Georgia,REPUBLICAN (52.2%)
2012,Georgia,REPUBLICAN (53.33%)
2013,Georgia,REPUBLICAN (53.33%)
2014,Georgia,REPUBLICAN (53.33%)
2015,Georgia,REPUBLICAN (53.33%)
2016,Georgia,REPUBLICAN (50.77%)
2017,Georgia,REPUBLICAN (50.77%)
2018,Georgia,REPUBLICAN (50.77%)
2019,Georgia,REPUBLICAN (50.77%)
2020,Georgia,DEMOCRAT (49.47%)
1976,Hawaii,DEMOCRAT (50.59%)
1977,Hawaii,DEMOCRAT (50.59%)
1978,Hawaii,DEMOCRAT (50.59%)
1979,Hawaii,DEMOCRAT (50.59%)
1980,Hawaii,DEMOCRAT (44.8%)
1981,Hawaii,DEMOCRAT (44.8%)
1982,Hawaii,DEMOCRAT (44.8%)
1983,Hawaii,DEMOCRAT (44.8%)
1984,Hawaii,REPUBLICAN (55.1%)
1985,Hawaii,REPUBLICAN (55.1%)
1986,Hawaii,REPUBLICAN (55.1%)
1987,Hawaii,REPUBLICAN (55.1%)
1988,Hawaii,DEMOCRAT (54.27%)
1989,Hawaii,DEMOCRAT (54.27%)
1990,Hawaii,DEMOCRAT (54.27%)
1991,Hawaii,DEMOCRAT (54.27%)
1992,Hawaii,DEMOCRAT (48.09%)
1993,Hawaii,DEMOCRAT (48.09%)
1994,Hawaii,DEMOCRAT (48.09%)
1995,Hawaii,DEMOCRAT (48.09%)
1996,Hawaii,DEMOCRAT (56.93%)
1997,Hawaii,DEMOCRAT (56.93%)
1998,Hawaii,DEMOCRAT (56.93%)
1999,Hawaii,DEMOCRAT (56.93%)
2000,Hawaii,DEMOCRAT (55.79%)
2001,Hawaii,DEMOCRAT (55.79%)
2002,Hawaii,DEMOCRAT (55.79%)
2003,Hawaii,DEMOCRAT (55.79%)
2004,Hawaii,DEMOCRAT (54.01%)
2005,Hawaii,DEMOCRAT (54.01%)
2006,Hawaii,DEMOCRAT (54.01%)
2007,Hawaii,DEMOCRAT (54.01%)
2008,Hawaii,DEMOCRAT (71.45%)
2009,Hawaii,DEMOCRAT (71.45%)
2010,Hawaii,DEMOCRAT (71.45%)
2011,Hawaii,DEMOCRAT (71.45%)
2012,Hawaii,DEMOCRAT (70.15%)
2013,Hawaii,DEMOCRAT (70.15%)
2014,Hawaii,DEMOCRAT (70.15%)
2015,Hawaii,DEMOCRAT (70.15%)
2016,Hawaii,DEMOCRAT (60.98%)
2017,Hawaii,DEMOCRAT (60.98%)
2018,Hawaii,DEMOCRAT (60.98%)
2019,Hawaii,DEMOCRAT (60.98%)
2020,Hawaii,DEMOCRAT (63.15%)
1976,Idaho,REPUBLICAN (59.88%)
1977,Idaho,REPUBLICAN (59.88%)
1978,Idaho,REPUBLICAN (59.88%)
1979,Idaho,REPUBLICAN (59.88%)
1980,Idaho,REPUBLICAN (66.46%)
1981,Idaho,REPUBLICAN (66.46%)
1982,Idaho,REPUBLICAN (66.46%)
1983,Idaho,REPUBLICAN (66.46%)
1984,Idaho,REPUBLICAN (72.36%)
1985,Idaho,REPUBLICAN (72.36%)
1986,Idaho,REPUBLICAN (72.36%)
1987,Idaho,REPUBLICAN (72.36%)
1988,Idaho,REPUBLICAN (62.08%)
1989,Idaho,REPUBLICAN (62.08%)
1990,Idaho,REPUBLICAN (62.08%)
1991,Idaho,REPUBLICAN (62.08%)
1992,Idaho,REPUBLICAN (42.03%)
1993,Idaho,REPUBLICAN (42.03%)
1994,Idaho,REPUBLICAN (42.03%)
1995,Idaho,REPUBLICAN (42.03%)
1996,Idaho,REPUBLICAN (52.18%)
1997,Idaho,REPUBLICAN (52.18%)
1998,Idaho,REPUBLICAN (52.18%)
1999,Idaho,REPUBLICAN (52.18%)
2000,Idaho,REPUBLICAN (67.17%)
2001,Idaho,REPUBLICAN (67.17%)
2002,Idaho,REPUBLICAN (67.17%)
2003,Idaho,REPUBLICAN (67.17%)
2004,Idaho,REPUBLICAN (68.39%)
2005,Idaho,REPUBLICAN (68.39%)
2006,Idaho,REPUBLICAN (68.39%)
2007,Idaho,REPUBLICAN (68.39%)
2008,Idaho,REPUBLICAN (61.52%)
2009,Idaho,REPUBLICAN (61.52%)
2010,Idaho,REPUBLICAN (61.52%)
2011,Idaho,REPUBLICAN (61.52%)
2012,Idaho,REPUBLICAN (64.53%)
2013,Idaho,REPUBLICAN (64.53%)
2014,Idaho,REPUBLICAN (64.53%)
2015,Idaho,REPUBLICAN (64.53%)
2016,Idaho,REPUBLICAN (59.26%)
2017,Idaho,REPUBLICAN (59.26%)
2018,Idaho,REPUBLICAN (59.26%)
2019,Idaho,REPUBLICAN (59.26%)
2020,Idaho,REPUBLICAN (63.84%)
1976,Illinois,REPUBLICAN (50.08%)
1977,Illinois,REPUBLICAN (50.08%)
1978,Illinois,REPUBLICAN (50.08%)
1979,Illinois,REPUBLICAN (50.08%)
1980,Illinois,REPUBLICAN (49.65%)
1981,Illinois,REPUBLICAN (49.65%)
1982,Illinois,REPUBLICAN (49.65%)
1983,Illinois,REPUBLICAN (49.65%)
1984,Illinois,REPUBLICAN (56.17%)
1985,Illinois,REPUBLICAN (56.17%)
1986,Illinois,REPUBLICAN (56.17%)
1987,Illinois,REPUBLICAN (56.17%)
1988,Illinois,REPUBLICAN (50.69%)
1989,Illinois,REPUBLICAN (50.69%)
1990,Illinois,REPUBLICAN (50.69%)
1991,Illinois,REPUBLICAN (50.69%)
1992,Illinois,DEMOCRAT (48.58%)
1993,Illinois,DEMOCRAT (48.58%)
1994,Illinois,DEMOCRAT (48.58%)
1995,Illinois,DEMOCRAT (48.58%)
1996,Illinois,DEMOCRAT (54.32%)
1997,Illinois,DEMOCRAT (54.32%)
1998,Illinois,DEMOCRAT (54.32%)
1999,Illinois,DEMOCRAT (54.32%)
2000,Illinois,DEMOCRAT (54.6%)
2001,Illinois,DEMOCRAT (54.6%)
2002,Illinois,DEMOCRAT (54.6%)
2003,Illinois,DEMOCRAT (54.6%)
2004,Illinois,DEMOCRAT (54.82%)
2005,Illinois,DEMOCRAT (54.82%)
2006,Illinois,DEMOCRAT (54.82%)
2007,Illinois,DEMOCRAT (54.82%)
2008,Illinois,DEMOCRAT (61.92%)
2009,Illinois,DEMOCRAT (61.92%)
2010,Illinois,DEMOCRAT (61.92%)
2011,Illinois,DEMOCRAT (61.92%)
2012,Illinois,DEMOCRAT (57.6%)
2013,Illinois,DEMOCRAT (57.6%)
2014,Illinois,DEMOCRAT (57.6%)
2015,Illinois,DEMOCRAT (57.6%)
2016,Illinois,DEMOCRAT (55.83%)
2017,Illinois,DEMOCRAT (55.83%)
2018,Illinois,DEMOCRAT (55.83%)
2019,Illinois,DEMOCRAT (55.83%)
2020,Illinois,DEMOCRAT (57.54%)
1976,Indiana,REPUBLICAN (53.32%)
1977,Indiana,REPUBLICAN (53.32%)
1978,Indiana,REPUBLICAN (53.32%)
1979,Indiana,REPUBLICAN (53.32%)
1980,Indiana,REPUBLICAN (56.01%)
1981,Indiana,REPUBLICAN (56.01%)
1982,Indiana,REPUBLICAN (56.01%)
1983,Indiana,REPUBLICAN (56.01%)
1984,Indiana,REPUBLICAN (61.67%)
1985,Indiana,REPUBLICAN (61.67%)
1986,Indiana,REPUBLICAN (61.67%)
1987,Indiana,REPUBLICAN (61.67%)
1988,Indiana,REPUBLICAN (59.84%)
1989,Indiana,REPUBLICAN (59.84%)
1990,Indiana,REPUBLICAN (59.84%)
1991,Indiana,REPUBLICAN (59.84%)
1992,Indiana,REPUBLICAN (42.91%)
1993,Indiana,REPUBLICAN (42.91%)
1994,Indiana,REPUBLICAN (42.91%)
1995,Indiana,REPUBLICAN (42.91%)
1996,Indiana,REPUBLICAN (47.14%)
1997,Indiana,REPUBLICAN (47.14%)
1998,Indiana,REPUBLICAN (47.14%)
1999,Indiana,REPUBLICAN (47.14%)
2000,Indiana,REPUBLICAN (56.65%)
